Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,ChlorideCode,NitrateCode,SulfateCode,SodiumCode,PotassiumCode,MagnesiumCode,CalciumCode,NH4Code,PO4Code,DOCCode,DICCode,TDNCode,SiO2Code,DONCode,TSS,Turbidity
QPB,12261,1993-07-06,951,NA,21,7.02,68.6,11.13,55,0.69,8.05,0.51,3.9,4.75,NA,NA,NA,NA,NA,NA,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12274,1993-07-13,910,NA,21,6.96,66.4,8.03,NA,0.51,5.51,0.27,2.63,3.06,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12287,1993-07-20,1003,NA,21,7.21,75.2,NA,NA,NA,7.35,0.52,3.5,4.14,NA,NA,NA,NA,NA,NA,21.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12300,1993-07-27,1023,NA,21,6.88,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12313,1993-08-03,946,NA,22,7.33,78.5,8.4,86,0.45,6.29,0.35,3.22,3.87,NA,6,NA,NA,NA,NA,20.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12326,1993-08-10,930,NA,22,7.31,81.8,8.59,55,0.46,6.39,0.28,3.45,4.12,NA,NA,NA,NA,NA,NA,20.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12339,1993-08-17,920,NA,22,7.29,67.8,9.49,68,0.75,8.1,0.35,3.62,4.05,NA,6,NA,NA,NA,NA,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12352,1993-08-24,956,NA,22,7.19,74.8,8.16,NA,0.52,6.04,0.36,3.14,3.95,NA,NA,NA,NA,NA,NA,16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12365,1993-08-31,905,NA,21,7.29,74.1,7.24,72,0.59,5.76,0.28,3.02,3.67,NA,NA,NA,NA,NA,NA,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12378,1993-09-07,935,NA,21,7.21,58.7,6.15,59,0.49,4.65,0.32,2.23,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12391,1993-09-14,935,NA,21.5,6.99,69.4,7.52,79,0.51,5.8,0.39,3.01,3.61,NA,NA,NA,NA,NA,NA,18.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12404,1993-09-21,1000,NA,21,7.13,68,8.31,43,0.51,5.65,0.37,2.75,3.34,NA,NA,NA,NA,NA,NA,17.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12417,1993-09-28,926,NA,21,6.93,64.9,7.04,15,0.72,5.94,0.26,2.44,3.46,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12430,1993-10-05,810,NA,21,7.02,77.4,7.98,72,0.47,6.11,0.24,3.2,4.12,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,12443,1993-10-13,830,NA,22,7.2,77.9,7.84,49,0.53,6.17,0.38,3.18,3.7,NA,NA,NA,NA,NA,NA,19.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12456,1993-10-19,846,NA,21,7.1,76.8,7.57,78,0.52,5.94,0.36,3.23,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12469,1993-10-26,915,NA,22,6.55,74.3,8.15,66,0.57,5.83,0.16,2.74,4.05,NA,NA,NA,NA,NA,NA,19.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12482,1993-11-02,800,NA,21,6.87,79.7,4.85,74,0.39,6.53,0.57,3.19,3.31,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,12629,1993-11-09,836,NA,21,6.86,67.5,11.14,NA,0.93,9.68,0.55,4.25,4.07,NA,5,NA,NA,NA,NA,17.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13070,1993-11-16,905,NA,21,6.81,50.2,11.37,39,0.94,7.4,0.44,2.61,3.29,NA,11,NA,NA,NA,NA,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13297,1993-11-23,910,NA,21,7.01,66.5,7.93,77,0.49,5.49,0.33,2.62,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13353,1993-11-30,830,NA,21,6.91,68.3,8.61,67,0.59,6.48,0.49,3.09,3.15,NA,NA,NA,NA,NA,NA,18.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13491,1993-12-07,740,NA,20,6.51,86.8,8.22,63,0.47,6.02,0.26,3.31,3.9,NA,NA,NA,NA,NA,NA,19.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13654,1993-12-14,905,NA,NA,6.87,78.2,8.72,114,0.51,6.72,0.37,3.29,4.04,NA,NA,NA,NA,NA,NA,21.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13667,1993-12-21,849,NA,20,6.89,60.1,6.82,12,0.64,5.5,0.45,2.52,2.85,NA,13,NA,NA,NA,NA,12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13712,1993-12-28,820,NA,20,6.76,59.1,8.65,NA,0.65,6.14,0.46,2.69,3.43,NA,7,NA,NA,NA,NA,12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13738,1994-01-04,1145,NA,20,7.02,66.8,NA,NA,NA,5.12,0.26,1.3,2.79,NA,4,NA,NA,NA,NA,16.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13725,1994-01-11,856,NA,20,7.01,62,NA,NA,NA,5.03,0.31,1.26,2.77,NA,6,NA,NA,NA,NA,15.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13751,1994-01-18,1001,NA,19,7.1,69.6,NA,NA,NA,5.77,0.36,2.69,2.78,NA,5,NA,NA,NA,NA,18.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13764,1994-01-25,900,NA,20,7.2,88.3,NA,139,0.14,6.58,0.33,3.77,4.76,NA,8,NA,NA,NA,NA,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13777,1994-02-01,928,NA,19.5,7.08,75.4,3.41,NA,0.26,5.8,0.49,2.82,3.03,NA,NA,NA,NA,NA,NA,14.65,NA,NA,BDL,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13790,1994-02-08,930,NA,19,7.06,74.1,4.48,48,0.39,6.18,0.37,3.16,3.32,NA,19,NA,NA,NA,NA,20.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13909,1994-02-15,930,NA,19,7.15,78.6,4.98,75,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,13922,1994-02-22,854,NA,19,7.03,83.4,5.44,NA,0.55,3.05,0.89,0.47,0.55,NA,NA,NA,NA,NA,NA,16.14,NA,NA,BDL,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13935,1994-03-01,815,NA,19,7.05,77.5,8.29,29,0.46,5.96,0.43,2.99,3.65,NA,NA,NA,NA,NA,NA,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13948,1994-03-08,815,NA,19,7.16,76.9,NA,73,NA,6.09,0.31,2.44,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13961,1994-03-15,846,NA,19.5,7.15,76.6,8.34,88,0.51,6.02,0.43,3.32,4.07,NA,NA,NA,NA,NA,NA,16.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13974,1994-03-22,803,NA,20,6.99,81.4,8.31,86,0.53,6.77,0.37,3.41,4.4,NA,NA,NA,NA,NA,NA,20.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,13987,1994-03-29,835,NA,20,6.81,94.5,8.88,78,0.6,6.95,0.51,3.99,4.29,NA,NA,NA,NA,NA,NA,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,14000,1994-04-05,840,NA,20,7.34,84.9,8.48,82,0.51,6.79,0.4,3.69,4.27,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,14013,1994-04-12,910,NA,20,6.63,64.3,9.23,58,0.75,4.99,0.33,2.05,2.66,NA,6,NA,NA,NA,NA,10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14026,1994-04-19,810,NA,20,7.12,65.6,7.85,56,0.51,5.58,0.46,2.67,3.3,NA,6,NA,NA,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14039,1994-04-26,920,NA,20,7.4,76.2,8.31,NA,0.51,6.15,0.29,3.36,3.56,NA,4,NA,NA,NA,NA,17.75,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14052,1994-05-03,740,NA,21,7.39,87,8.86,20,0.47,7.1,0.42,3.79,3.87,NA,NA,NA,NA,NA,NA,18.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,14065,1994-05-10,839,NA,20,7.1,65.4,9.13,18,1.57,5.29,0.31,2.42,3.06,NA,NA,NA,NA,NA,NA,12.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,14110,1994-05-17,829,NA,21,7.22,64.1,8.4,23,0.63,5.4,0.33,2.63,3.08,NA,5,NA,NA,NA,NA,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14123,1994-05-24,845,NA,21.5,7.25,81,8.4,63,0.48,6.59,0.36,3.5,3.94,NA,NA,NA,NA,NA,NA,18.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14280,1994-05-31,835,NA,21,7.29,90.3,9.08,21,0.84,8,0.33,4.37,4.98,NA,NA,NA,NA,NA,NA,21.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14690,1994-06-07,820,NA,21,6.96,68.5,5.55,10,1,6.02,0.34,2.97,3.44,NA,NA,NA,NA,NA,NA,16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,14878,1994-06-14,840,NA,21,7.25,80.5,8.12,59,0.8,9.11,0.51,4.62,5.32,NA,NA,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15042,1994-06-21,830,NA,21,7.18,77.8,7.96,56,0.83,6.3,0.22,3.29,3.85,NA,NA,NA,NA,NA,NA,19.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15055,1994-06-28,840,NA,21,6.94,76.7,6,42,0.5,6.01,0.27,2.97,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15098,1994-07-05,821,NA,21,6.93,79.1,8.69,35,0.49,6.07,0.48,3.18,3.73,NA,NA,NA,NA,NA,NA,19.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15199,1994-07-12,749,NA,21.5,7.25,81.9,6.18,40,1.02,6.71,0.24,3.65,4.24,NA,NA,NA,NA,NA,NA,20.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15212,1994-07-19,815,NA,21,7.22,66.8,4.89,33,0.39,6.01,0.36,2.76,3.45,NA,NA,NA,NA,NA,NA,16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15225,1994-07-26,800,NA,22,7.34,78.6,5.05,NA,0.95,6.59,0.35,3.46,3.54,NA,NA,NA,NA,NA,NA,20.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15238,1994-08-02,810,NA,22,7.18,81,3.82,NA,0.25,7.88,0.74,4.16,4.74,NA,NA,NA,NA,NA,NA,19.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15251,1994-08-09,810,NA,22,7.31,88.2,8.36,NA,0.51,6.4,0.43,3.47,4.05,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15289,1994-08-16,900,NA,21,7.37,85.5,6.98,NA,0.52,5.98,0.25,3.29,4.02,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15302,1994-08-23,851,NA,21.5,7.01,95.5,5.36,NA,0.39,6.48,0.38,3.35,4.04,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15315,1994-08-30,845,NA,22,7.35,80.2,6.16,NA,0.44,6.16,0.27,3.19,3.78,NA,NA,NA,NA,NA,NA,18.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15328,1994-09-06,901,NA,21,7.27,75.2,8.19,NA,0.56,6.39,0.41,3.24,3.98,NA,NA,NA,NA,NA,NA,13.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15341,1994-09-13,840,NA,22,6.96,80.5,8.72,NA,0.53,6.18,0.39,3.27,3.84,NA,NA,NA,NA,NA,NA,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15354,1994-09-20,825,NA,22,6.94,51,7.32,NA,0.72,5.24,0.64,1.82,1.29,NA,NA,NA,NA,NA,NA,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15367,1994-09-27,940,NA,21.5,7.11,73.7,8.38,NA,0.53,6.3,0.3,3.22,3.42,NA,NA,NA,NA,NA,NA,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15380,1994-10-04,1015,NA,22,7.09,80,8.31,NA,0.49,6.49,0.37,3.35,3.98,NA,41,NA,NA,NA,NA,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15393,1994-10-11,1103,NA,21.5,7.19,93,7.66,NA,0.41,6.88,0.44,3.88,5.07,NA,NA,NA,NA,NA,NA,21.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15406,1994-10-18,1057,NA,21.5,7.38,94.5,8.66,NA,0.6,6.93,0.55,4.07,5.34,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15419,1994-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15432,1994-11-01,1020,NA,21.5,7.24,84.2,7.32,107,0.81,4.99,0.34,1.13,1.61,NA,NA,NA,NA,NA,NA,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15445,1994-11-08,930,NA,21,7.08,53.9,6.24,NA,0.47,4.82,0.39,1.95,2.45,NA,NA,NA,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15458,1994-11-15,1025,NA,21,7.11,74.2,7.65,NA,0.43,6,0.41,2.92,3.31,NA,NA,NA,NA,NA,NA,17.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15471,1994-11-22,NA,NA,NA,NA,NA,6.93,NA,0.65,5.27,0.36,2.48,2.99,NA,NA,NA,NA,NA,NA,14.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15484,1994-11-29,1020,NA,21,7.2,63.9,3.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15497,1994-12-06,1040,NA,21,6.99,58.6,8.41,NA,0.56,5.34,0.29,2.28,2.34,NA,NA,NA,NA,NA,NA,13.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15715,1994-12-13,1035,NA,21,6.7,69.6,1.69,NA,0.24,6.56,0.5,3.15,3.48,NA,NA,NA,NA,NA,NA,18.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15728,1994-12-20,1134,NA,21,6.94,77.8,8.6,NA,0.46,6.47,0.29,3.29,3.58,NA,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15741,1994-12-27,1047,NA,20,6.89,79.3,8.56,NA,0.36,1.7,0.11,0.2,0.17,NA,NA,NA,NA,NA,NA,19.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15754,1995-01-03,1050,NA,20,7.11,71.1,8.81,NA,0.5,6.34,0.28,3.53,3.52,NA,NA,NA,NA,NA,NA,18.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15767,1995-01-10,830,NA,19,6.87,81.3,8.31,NA,0.54,6.69,0.52,3.68,4.05,NA,NA,NA,NA,NA,NA,19.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15780,1995-01-17,1014,NA,18.8,7.22,79.6,8.01,NA,0.46,6.49,0.45,3.42,3.68,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,15793,1995-01-24,1000,NA,19.5,7.16,88.9,9.6,NA,0.54,6.72,0.34,3.96,5.14,NA,NA,NA,NA,NA,NA,20.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15806,1995-01-31,1130,NA,20,7.22,82.3,8.39,NA,0.5,8.67,0.69,4.34,5.18,NA,NA,NA,NA,NA,NA,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15819,1995-02-07,1030,NA,19,7.01,70.1,8.64,NA,0.5,6.48,0.32,3.4,4.26,NA,NA,NA,NA,NA,NA,19.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15832,1995-02-14,945,NA,19.5,7.12,80.3,8.87,NA,0.57,6.41,0.28,3.51,3.93,NA,NA,NA,NA,NA,NA,19.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15845,1995-02-21,925,NA,19,7.3,69.4,8.85,NA,0.56,5.7,0.29,2.77,3.2,NA,NA,NA,NA,NA,NA,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15858,1995-02-28,1045,NA,19,6.72,43,7.71,NA,0.6,4.21,0.27,1.42,1.67,NA,NA,NA,NA,NA,NA,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15871,1995-03-07,947,NA,20,7.38,78.1,8.84,NA,0.53,6.22,0.45,3.15,3.83,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15884,1995-03-14,1125,NA,19,7.36,70.1,7.02,NA,0.46,4.46,0.27,2.37,3.23,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15897,1995-03-21,1046,NA,19,7.32,79.1,9.46,NA,0.43,6.48,0.32,3.34,3.84,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15910,1995-03-28,1050,NA,19,7.5,86.5,8.66,NA,0.54,6.7,0.36,3.71,4.54,NA,NA,NA,NA,NA,NA,21.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15923,1995-04-04,1045,NA,20,7.43,79.9,9.72,NA,0.53,6.79,0.32,3.76,4.33,NA,NA,NA,NA,NA,NA,20.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15936,1995-04-11,1030,NA,21,7.71,86.6,9,NA,0.51,7.44,0.37,4.35,5.53,NA,5,NA,NA,NA,NA,24.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15949,1995-04-18,1020,NA,20,7.31,76.1,8.55,NA,0.55,6.74,0.52,3.82,4.49,NA,NA,NA,NA,NA,NA,20.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15976,1995-04-25,1056,NA,21,7.47,91.6,8.65,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,15989,1995-05-02,1040,NA,20.5,7.26,71.6,8.58,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16002,1995-05-09,1026,NA,20.5,7.25,83.1,8.11,NA,0.65,6.77,0.52,3.59,4.16,NA,NA,NA,NA,NA,NA,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16015,1995-05-16,1020,NA,20,7.19,86.4,6.15,NA,0.41,6.61,0.33,3.76,4.44,NA,NA,NA,NA,NA,NA,22.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16028,1995-05-23,1058,NA,24,7.26,76.1,8.63,NA,0.56,6.78,0.53,3.81,4.49,NA,NA,NA,NA,NA,NA,22.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16041,1995-05-30,1035,NA,21,7.03,58,3.84,NA,0.32,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16253,1995-06-06,940,NA,22,7.03,69.9,7.8,NA,0.52,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16266,1995-06-13,1000,NA,23,7.02,67.5,7.12,NA,0.61,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16279,1995-06-20,1059,NA,25,6.83,76,8.05,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16292,1995-06-27,1020,NA,25,7.06,79.2,8.7,NA,0.51,6.14,0.29,3.42,3.74,NA,NA,NA,NA,NA,NA,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16348,1995-07-05,1030,NA,22,6.97,59.6,7.39,NA,0.72,4.91,0.35,2.33,2.64,NA,NA,NA,NA,NA,NA,12.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16361,1995-07-11,1100,NA,22,7.13,76.1,8.09,NA,0.5,6.33,0.33,3.49,4.02,NA,NA,NA,NA,NA,NA,19.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16374,1995-07-18,945,NA,22,7.14,76.6,7.56,NA,0.53,5.9,0.36,3.42,4.13,NA,NA,NA,NA,NA,NA,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
