Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Turbidity,PR_Remarks
32906,QG,12/23/2014,1130,NA,19.5,NA,NA,NA,
32907,RI,12/23/2014,1145,1.16,20,NA,NA,NA,
32908,MPR,12/23/2014,920,1.47,22.3,8.08,115.2,NA,
32909,Q1,12/23/2014,1114,1.16,23.4,7.49,101.9,NA,
32910,Q2,12/23/2014,1103,0.14,22.5,7.81,102.5,NA,
32911,Q3,12/23/2014,1023,1.3,22.3,7.79,84.4,NA,
32912,RS,12/23/2014,930,8.28,22.6,7.74,101.4,NA,
32916,QS,12/30/2014,830,3.88,20,6.76,57.4,NA,
32917,QP,12/30/2014,900,1.38,20,7,93.2,NA,
32918,QT1,12/30/2014,850,NA,20.5,7.35,128.3,NA,
32919,RES4,12/30/2014,930,4.1,22,7.54,128.5,NA,
32922,QG,12/30/2014,1015,NA,19.5,NA,NA,NA,
32923,RI,12/30/2014,1030,1.16,20,NA,NA,NA,
32924,MPR,12/30/2014,1027,1.52,22.9,7.46,115.2,NA,
32925,Q1,12/30/2014,835,1.11,22.7,7.32,107,NA,
32926,Q2,12/30/2014,828,0.11,22.5,7.15,104,NA,
32927,Q3,12/30/2014,818,1.26,22.3,7.02,87.3,NA,
32928,RS,12/30/2014,1043,8.25,23,7.47,108.4,NA,
32932,QS,1/5/2015,820,3.4,20,7.09,57.2,NA,
32933,QP,1/5/2015,850,1.36,20,6.93,94,NA,
32934,QT1,1/5/2015,840,NA,20.5,7.14,132.7,NA,
32935,RES4,1/5/2015,1120,4,22,7.32,118.9,NA,
32938,QG,1/5/2015,1000,NA,20.1,6.55,48,NA,
32939,RI,1/5/2015,1025,1.15,20.2,6.7,59,NA,
32940,MPR,1/5/2015,857,1.34,22.2,7.86,120.2,NA,
32941,Q1,1/5/2015,820,1.07,22.5,7.42,105.4,NA,
32942,Q2,1/5/2015,808,0.1,22.3,7.38,105.7,NA,
32943,Q3,1/5/2015,800,1.22,22.7,7.69,87.3,NA,
32944,RS,1/5/2015,908,8.19,22.5,7.65,104.3,NA,
32948,QS,1/13/2015,1025,3.7,20,7.08,51.7,NA,
32949,QP,1/13/2015,1040,1.4,20.5,6.93,78.7,NA,
32950,QT1,1/13/2015,1035,NA,20.5,7.18,123.2,NA,
32951,RES4,1/13/2015,1205,4.16,23,7.31,96,NA,
32954,QG,1/13/2015,955,NA,20.1,7.03,46.7,NA,
32955,RI,1/13/2015,1015,1.14,20.4,7.3,56.1,NA,
32956,MPR,1/13/2015,1017,1.44,22.5,7.58,108.7,NA,
32957,Q1,1/13/2015,848,1.06,22.3,7.52,105.7,NA,
32958,Q2,1/13/2015,836,0.08,22.1,7.34,103.2,NA,
32959,Q3,1/13/2015,825,1.2,22,7.48,86.7,NA,
32960,RS,1/13/2015,1035,8.18,22.3,7.53,103.2,NA,
32964,QS,1/20/2015,1030,3.52,19,6.99,53,NA,
32965,QP,1/20/2015,1105,1.38,20,6.89,84.6,NA,
32966,QT1,1/20/2015,1055,NA,20,7.19,128.4,NA,
32967,RES4,1/20/2015,1210,3.97,23,7.5,118.2,NA,
32970,QG,1/20/2015,925,NA,19.8,7.36,46.3,NA,
32971,RI,1/20/2015,945,1.13,19.7,6.94,58.7,NA,
32972,MPR,1/20/2015,948,1.33,22.2,7.42,120.8,NA,
32973,Q1,1/20/2015,838,1.04,22.1,7.33,106.6,NA,
32974,Q2,1/20/2015,830,0.07,21.8,7.15,104.8,NA,
32975,Q3,1/20/2015,824,1.17,21.8,7.15,87.7,NA,
32976,RS,1/20/2015,959,8.12,22.2,7.53,111.1,NA,
32980,QS,1/27/2015,1005,3.52,20,7.08,53.6,NA,
32981,QP,1/27/2015,1035,1.4,20,6.97,85.1,NA,
32982,QT1,1/27/2015,1025,NA,20,7.28,126.7,NA,
32983,RES4,1/27/2015,1155,3.94,23,7.61,117.9,NA,
32986,QG,1/27/2015,900,NA,20.2,6.76,47.1,NA,
32987,RI,1/27/2015,935,1.12,20.3,6.74,58.5,NA,
32988,MPR,1/27/2015,1040,1.34,22.5,7.87,115.4,NA,
32989,Q1,1/27/2015,859,1.03,22.5,7.23,107.3,NA,
32990,Q2,1/27/2015,839,0.06,22.2,7.2,104.8,NA,
32991,Q3,1/27/2015,830,1.18,22.3,7.54,88.3,NA,
32992,RS,1/27/2015,1052,8.11,23.1,7.76,106.4,NA,
32996,QS,2/3/2015,1020,3.54,20,7.25,56.7,NA,
32997,QP,2/3/2015,1040,1.39,20.5,7.06,94,NA,
32998,QT1,2/3/2015,1035,NA,20.5,7.33,137.2,NA,
32999,RES4,2/3/2015,,NA,NA,NA,NA,NA,No sample
33002,QG,2/3/2015,945,NA,20,6.86,48.3,NA,
33003,RI,2/3/2015,1005,1.1,20.1,6.99,60.5,NA,
33004,MPR,2/3/2015,1000,1.32,21.9,7.61,117.8,NA,
33005,Q1,2/3/2015,836,1.02,22.3,7.16,108.9,NA,
33006,Q2,2/3/2015,831,0.06,21.9,7.21,105.6,NA,
33007,Q3,2/3/2015,826,1.2,21.9,7.53,90.4,NA,
33008,RS,2/3/2015,1010,8.12,22.5,7.57,110.7,NA,
33012,QS,2/10/2015,1035,3.62,20,7.09,50.3,NA,
33013,QP,2/10/2015,1105,1.36,20,6.91,88.3,NA,
33014,QT1,2/10/2015,1055,NA,20.5,7.18,137.9,NA,
33015,RES4,2/10/2015,,NA,NA,NA,NA,NA,No sample
33018,QG,2/10/2015,955,NA,20.2,NA,46.6,NA,
33019,RI,2/10/2015,1010,1.1,20.4,NA,52,NA,
33020,MPR,2/10/2015,1019,1.4,22.4,7.53,103.9,NA,
33021,Q1,2/10/2015,833,1.01,22.4,7.23,106.5,NA,
33022,Q2,2/10/2015,825,0.05,22.1,7.27,103.9,NA,
33023,Q3,2/10/2015,817,1.19,22.5,7.76,93.2,NA,
33024,RS,2/10/2015,1030,8.19,22.7,7.59,83.8,NA,
33028,QS,2/17/2015,736,4.4,20,6.91,34.6,NA,
33029,QP,2/17/2015,752,1.65,20,6.68,54.9,NA,
33030,QT1,2/17/2015,804,NA,21,7.01,83.5,NA,
33031,RES4,2/17/2015,,NA,NA,NA,NA,NA,
33034,QG,2/17/2015,1105,NA,20.1,6.7,40.9,NA,
33035,RI,2/17/2015,1120,1.24,20.5,6.61,41.3,NA,
33036,MPR,2/17/2015,1000,2.14,22.1,7.29,83.6,NA,
33037,Q1,2/17/2015,835,1.11,22.2,7.14,78.6,NA,
33038,Q2,2/17/2015,829,0.13,22,7.24,76.9,NA,
33039,Q3,2/17/2015,822,1.37,21.9,7.74,61.1,NA,
33040,RS,2/17/2015,1010,8.5,22.5,7.33,69.1,NA,
33044,QS,2/24/2015,1020,3.98,19.5,6.93,44.5,NA,
33045,QP,2/24/2015,1035,1.48,20,6.73,69.6,NA,
33046,QT1,2/24/2015,1040,NA,20,7.04,111.2,NA,
33047,RES4,2/24/2015,1155,4.3,22.5,7.31,71.8,NA,
33050,QG,2/24/2015,1020,NA,19.9,6.57,44.5,NA,
33051,RI,2/24/2015,1050,1.16,20.3,6.47,50.6,NA,
33052,MPR,2/24/2015,1045,1.72,21.9,7.32,95.6,NA,
33053,Q1,2/24/2015,915,1.06,22.8,7.49,93.9,NA,
33054,Q2,2/24/2015,841,0.1,21.8,7.6,88.7,NA,
33055,Q3,2/24/2015,831,1.29,21.9,7.54,72.1,NA,
33056,RS,2/24/2015,1055,8.29,22.3,7.77,82.7,NA,
33060,QS,3/3/2015,945,3.97,19,7.07,50.3,NA,
33061,QP,3/3/2015,1015,1.48,20,6.9,80.1,NA,
33062,QT1,3/3/2015,1005,NA,20,7.21,115.9,NA,
33063,RES4,3/3/2015,1055,4.19,22.5,7.38,92.8,NA,
33066,QG,3/3/2015,1025,NA,19.7,6.87,46.8,NA,
33067,RI,3/3/2015,1035,1.14,20,6.8,56.6,NA,
33068,MPR,3/3/2015,955,1.54,21.5,7.3,107.1,NA,
33069,Q1,3/3/2015,845,1.03,21.9,7.69,106.3,NA,
33070,Q2,3/3/2015,832,0.08,21.6,7.74,102.7,NA,
33071,Q3,3/3/2015,825,1.24,21.8,7.44,87.3,NA,
33072,RS,3/3/2015,1004,8.2,21.9,7.82,93.5,NA,
33076,QS,3/10/2015,935,3.69,19,7.19,53.7,NA,
33077,QP,3/10/2015,1005,1.4,20,6.95,86.1,NA,
33078,QT1,3/10/2015,955,NA,20,7.22,127.1,NA,
33079,RES4,3/10/2015,1055,4.06,22,7.42,108.8,NA,
33082,QG,3/10/2015,1025,NA,19.7,6.87,47.7,NA,
33083,RI,3/10/2015,1040,1.1,20.1,6.92,59.9,NA,
33084,MPR,3/10/2015,948,1.38,22.2,7.25,115.4,NA,
33085,Q1,3/10/2015,829,1.04,22.1,7.49,108.1,NA,
33086,Q2,3/10/2015,821,0.07,21.8,7.54,104.7,NA,
33087,Q3,3/10/2015,814,1.2,21.7,8.08,87.1,NA,
33088,RS,3/10/2015,1000,8.13,22.6,7.71,102.2,NA,
33092,QS,3/17/2015,1025,3.58,19.5,7.17,54.3,NA,
33093,QP,3/17/2015,1055,1.38,20,6.95,85.9,NA,
33094,QT1,3/17/2015,1045,NA,20,7.21,127.1,NA,
33095,RES4,3/17/2015,1140,3.97,23.5,7.38,107.9,NA,
33098,QG,3/17/2015,930,NA,19.6,7.08,47.5,NA,
33099,RI,3/17/2015,910,1.12,19.7,7.08,58.1,NA,
33100,MPR,3/17/2015,1017,1.38,22.4,7.45,112.9,NA,
33101,Q1,3/17/2015,842,1.03,21.9,7.55,109.4,NA,
33102,Q2,3/17/2015,835,0.09,21.5,7.85,108.1,NA,
33103,Q3,3/17/2015,826,1.2,21.4,7.49,85.8,NA,
33104,RS,3/17/2015,1029,8.13,22.3,8,69,NA,
33108,QS,3/24/2015,1025,3.3,20,7.2,58.6,NA,
33109,QP,3/24/2015,1050,1.34,20,7.08,93.7,NA,
33110,QT1,3/24/2015,1040,NA,20.5,7.19,137.3,NA,
33111,RES4,3/24/2015,1130,3.79,24.5,7.41,124.3,NA,
33114,QG,3/24/2015,940,NA,19.6,7.03,48.4,NA,
33115,RI,3/24/2015,1000,1.1,19.5,6.98,61.5,NA,
33116,MPR,3/24/2015,1007,1.28,22.1,7.67,116.2,NA,
33117,Q1,3/24/2015,829,1.03,22.2,7.41,107.9,NA,
33118,Q2,3/24/2015,821,0.07,21.9,7.97,109.9,NA,
33119,Q3,3/24/2015,808,1.09,21.7,7.27,88.4,NA,
33120,RS,3/24/2015,1018,8.14,22.7,8.04,104.9,NA,
33124,QS,3/31/2015,1000,3,20,7.25,62.3,NA,
33125,QP,3/31/2015,1035,1.32,20,7,99.2,NA,
33126,QT1,3/31/2015,1025,NA,20,7.27,143.2,NA,
33127,RES4,3/31/2015,1110,3.72,23.5,7.61,133.1,NA,
33130,QG,3/31/2015,1020,NA,19.6,6.79,48.7,NA,
33131,RI,3/31/2015,1100,1.08,20,6.58,62.5,NA,
33132,MPR,3/31/2015,956,1.19,22.1,7.33,123.7,NA,
33133,Q1,3/31/2015,825,1.02,22.2,7.65,110.2,NA,
33134,Q2,3/31/2015,814,0.06,21.8,7.61,107.3,NA,
33135,Q3,3/31/2015,803,1.06,22.4,8.04,96.5,NA,
33136,RS,3/31/2015,1009,8.08,22.3,7.86,112.6,NA,
33140,QS,4/7/2015,1050,3.49,20,7.14,54.5,NA,
33141,QP,4/7/2015,1120,1.33,20.5,6.94,91,NA,
33142,QT1,4/7/2015,1115,NA,20.5,7.2,139.3,NA,
33143,RES4,4/7/2015,1215,3.89,24.5,7.47,97.3,NA,
33146,QG,4/7/2015,940,NA,19.8,6.8,48.9,NA,
33147,RI,4/7/2015,1005,1.15,20.1,6.7,59.3,NA,
33148,MPR,4/7/2015,1026,1.35,22.9,7.06,113.5,NA,
33149,Q1,4/7/2015,1013,1,22.4,7.48,108.7,NA,
33150,Q2,4/7/2015,959,0.04,22.1,7.42,105.2,NA,
33151,Q3,4/7/2015,951,1.07,22,7.82,68,NA,
33152,RS,4/7/2015,1038,8.11,23.1,7.64,104.1,NA,
33156,QS,4/14/2015,840,4.2,19.5,6.93,52.09,NA,
33157,QP,4/14/2015,910,1.49,20.5,6.73,79.02,NA,
33158,QT1,4/14/2015,900,NA,20.5,7.01,124.8,NA,
33159,RES4,4/14/2015,1155,4.58,24,7.08,80.01,NA,
33162,QG,4/14/2015,935,NA,19.8,6.83,48.3,NA,
33163,RI,4/14/2015,955,1.29,20.1,6.79,52.7,NA,
33164,MPR,4/14/2015,939,2.52,22.2,7.05,99.6,NA,
33165,Q1,4/14/2015,853,1.16,22.4,7.61,85.3,NA,
33166,Q2,4/14/2015,847,1.17,22.1,7.56,82.1,NA,
33167,Q3,4/14/2015,837,1.29,22,7.96,55.8,NA,
33168,RS,4/14/2015,949,8.45,23,7.84,90.1,NA,
33172,QS,4/21/2015,1000,3.26,21,7.19,56.29,NA,
33173,QP,4/21/2015,1030,1.32,21,6.94,92.29,NA,
33174,QT1,4/21/2015,1020,NA,21,7.17,145.6,NA,
33175,RES4,4/21/2015,1110,4.1,25,7.45,122.2,NA,
33178,QG,4/21/2015,1128,NA,20.4,7.07,49.3,NA,
33179,RI,4/21/2015,1158,1.08,21.5,7.06,62.1,NA,
33180,MPR,4/21/2015,956,1.41,24,7.44,117.5,NA,
33181,Q1,4/21/2015,917,0.98,23.1,7.49,109.4,NA,
33182,Q2,4/21/2015,920,NA,22.6,7.61,106.9,NA,
33183,Q3,4/21/2015,925,1.04,22.4,7.61,69.1,NA,
33184,RS,4/21/2015,1008,8.1,24.4,7.77,109.8,NA,
33188,QS,4/28/2015,915,2.9,22,7.29,59.62,NA,
33189,QP,4/28/2015,945,1.38,22,6.88,99.05,NA,Repredasa con hojarasca
33190,QT1,4/28/2015,935,NA,22,7.03,150.7,NA,
33191,RES4,4/28/2015,1115,4.02,28,7.43,139.9,NA,
33194,QG,4/28/2015,1150,NA,21,6.97,49.6,NA,
33195,RI,4/28/2015,945,1.08,21.1,6.89,64.5,NA,
33196,MPR,4/28/2015,903,1.26,24.7,7.64,126.6,NA,
33197,Q1,4/28/2015,825,0.98,23.2,7.27,109.8,NA,
33198,Q2,4/28/2015,815,NA,22.9,7.78,107.5,NA,
33199,Q3,4/28/2015,809,1,22.7,7.8,70.9,NA,
33200,RS,4/28/2015,913,8.02,25.2,7.82,108.4,NA,
33204,QS,5/5/2015,930,2.3,22,7.29,62.29,NA,
33205,QP,5/5/2015,1000,1.39,22,6.88,104.4,NA,
33206,QT1,5/5/2015,950,NA,22,7.2,154.3,NA,
33207,RES4,5/5/2015,1120,3.65,27.5,7.57,148.4,NA,
33210,QG,5/5/2015,1045,NA,20.7,6.95,50.2,NA,
33211,RI,5/5/2015,1030,1.06,21.1,6.75,65.2,NA,
33212,MPR,5/5/2015,1035,1.18,24.6,7.35,128.7,NA,
33213,Q1,5/5/2015,855,1,23.4,7.67,118.1,NA,
33214,Q2,5/5/2015,847,NA,23,7.49,111.8,NA,
33215,Q3,5/5/2015,817,1.02,22.8,7.58,73.2,NA,
33216,RS,5/5/2015,1045,8.11,25.3,7.77,109.5,NA,
33220,QS,5/12/2015,940,2.45,22,7.21,67.7,NA,
33221,QP,5/12/2015,1010,1.39,22,6.81,93,NA,Represada con hojarasca
33222,QT1,5/12/2015,1000,NA,22,7.11,133,NA,
33223,RES4,5/12/2015,1100,3.68,27,7.51,145.1,NA,
33226,QG,5/12/2015,1415,NA,20.7,6.94,51.2,NA,
33227,RI,5/12/2015,1400,1.08,21.8,6.78,66.4,NA,
33228,MPR,5/12/2015,940,1.49,24.4,7.41,94.4,NA,
33229,Q1,5/12/2015,840,1.03,23.2,7.6,118.5,NA,
33230,Q2,5/12/2015,833,0.02,23.1,7.58,95.6,NA,
33231,Q3,5/12/2015,824,1.04,22.9,7.74,76.6,NA,
33232,RS,5/12/2015,950,8.02,25,7.75,115.8,NA,
33236,QS,5/19/2015,1000,2.35,21,7.2,66.09,NA,
33237,QP,5/19/2015,1030,1.39,21.5,6.95,89.5,NA,
33238,QT1,5/19/2015,1025,NA,21.5,7.18,130,NA,
33239,RES4,5/19/2015,1120,3.67,27,7.52,139.1,NA,
33242,QG,5/19/2015,100,NA,21,6.58,50.9,NA,
33243,RI,5/19/2015,130,1.05,22.5,6.45,66.6,NA,
33244,MPR,5/19/2015,1006,1.4,22,NA,121.6,NA,pH: N/D
33245,Q1,5/19/2015,839,1,20.5,NA,110.2,NA,pH: N/D
33246,Q2,5/19/2015,832,NA,20.7,NA,109.2,NA,pH: N/D
33247,Q3,5/19/2015,822,0.8,21,NA,98.6,NA,pH: N/D
33248,RS,5/19/2015,1016,7.97,22.3,NA,89.2,NA,pH: N/D
33252,QS,5/26/2015,745,3.14,22,7.18,63.24,NA,
33253,QP,5/26/2015,810,1.39,21.5,7.12,91.5,NA,
33254,QT1,5/26/2015,800,NA,22,6.9,111.5,NA,
33255,RES4,5/26/2015,1105,3.84,27.5,7.41,143.9,NA,
33258,QG,5/26/2015,130,NA,21.6,6.65,50.5,NA,
33259,RI,5/26/2015,1245,1.05,22.4,6.81,67.2,NA,
33260,MPR,5/26/2015,933,1.49,24.8,NA,NA,NA,
33261,Q1,5/26/2015,836,1,23.3,NA,NA,NA,
33262,Q2,5/26/2015,831,NA,NA,NA,NA,NA,
33263,Q3,5/26/2015,825,1.04,23.2,NA,NA,NA,
33264,RS,5/26/2015,945,7.99,25.3,NA,NA,NA,
33268,QS,6/2/2015,800,2.7,22.5,7.07,62.46,NA,
33269,QP,6/2/2015,830,1.3,22.5,6.8,88.7,NA,
33270,QT1,6/2/2015,820,NA,22.5,7.01,133.7,NA,
33271,RES4,6/2/2015,1145,3.68,27.5,7.23,113.4,NA,
33274,QG,6/2/2015,1045,NA,21.1,6.74,50.5,NA,
33275,RI,6/2/2015,1030,1.06,21.4,6.62,63.9,NA,
33276,MPR,6/2/2015,904,1.51,23,NA,108.2,NA,
33277,Q1,6/2/2015,751,0.98,21.3,NA,108.3,NA,
33278,Q2,6/2/2015,842,NA,NA,NA,NA,NA,
33279,Q3,6/2/2015,736,1.04,21.3,NA,93.7,NA,
33280,RS,6/2/2015,914,8.01,23.5,NA,85.8,NA,
33284,QS,6/9/2015,930,2.35,22.5,7.17,63.12,NA,
33285,QP,6/9/2015,1012,1.3,22,6.94,91.4,NA,
33286,QT1,6/9/2015,1004,NA,22,7.2,133.6,NA,
33287,RES4,6/9/2015,1146,3.6,28,7.57,139.1,NA,
33290,QG,6/9/2015,1000,NA,21,6.6,48.8,NA,
33291,RI,6/9/2015,930,1.03,20.9,6.68,64.7,NA,
33292,MPR,6/9/2015,925,1.38,25.2,7.44,114.1,NA,
33293,Q1,6/9/2015,831,1.01,24.1,6.94,106,NA,
33294,Q2,6/9/2015,822,NA,NA,NA,NA,NA,
33295,Q3,6/9/2015,814,1,23.6,6.96,94.2,NA,
33296,RS,6/9/2015,935,7.92,26,7.84,105.4,NA,
33300,QS,6/16/2015,800,2.5,22,7.23,62.55,NA,
33301,QP,6/16/2015,830,1.3,22,7.03,92.4,NA,
33302,QT1,6/16/2015,820,NA,22,7.2,134.5,NA,
33303,RES4,6/16/2015,1200,3.5,28.5,7.61,124.7,NA,
33306,QG,6/16/2015,1000,NA,21.2,6.96,48.9,NA,
33307,RI,6/16/2015,1030,1.04,21.6,6.96,64.3,NA,
33308,MPR,6/16/2015,1000,1.47,25.3,7.39,108.8,NA,
33309,Q1,6/16/2015,824,0.6,23.8,7.2,104.6,NA,
33310,Q2,6/16/2015,819,NA,NA,NA,NA,NA,Dry
33311,Q3,6/16/2015,810,0.8,23.5,7.02,96.5,NA,
33312,RS,6/16/2015,1011,7.91,25.9,7.08,105.7,NA,
33316,QS,6/23/2015,745,3.36,23,7.14,58.53,NA,
33317,QP,6/23/2015,815,1.34,22,6.99,81.3,NA,
33318,QT1,6/23/2015,805,NA,22,7.24,131.6,NA,
33319,RES4,6/23/2015,1110,3.8,26,7.12,79.58,NA,
33322,QG,6/23/2015,920,NA,21.2,7.21,49.6,NA,
33323,RI,6/23/2015,900,1.06,21.7,7.15,63.3,NA,
33324,MPR,6/23/2015,929,1.8,24.5,7.17,100.5,NA,
33325,Q1,6/23/2015,823,0.5,25.9,7.25,108.8,NA,
33326,Q2,6/23/2015,816,NA,NA,NA,NA,NA,Dry
33327,Q3,6/23/2015,812,0.8,23.6,7.11,96.2,NA,
33328,RS,6/23/2015,940,7.98,25.6,7.13,100.1,NA,
33332,QS,6/30/2015,717,2.5,22,6.91,64.23,NA,
33333,QP,6/30/2015,734,1.3,22,6.91,94,NA,
33334,QT1,6/30/2015,754,NA,22,7.56,136.5,NA,
33335,RES4,6/30/2015,1150,3.5,26.5,7.23,119.9,NA,
33338,QG,6/30/2015,930,NA,21.2,7.21,49.8,NA,
33339,RI,6/30/2015,900,1.04,21.2,7.04,65.3,NA,
33340,MPR,6/30/2015,927,1.78,25,7.36,114.2,NA,
33341,Q1,6/30/2015,805,0.4,24,7.53,106.7,NA,
33342,Q2,6/30/2015,,NA,NA,NA,NA,NA,Dry
33343,Q3,6/30/2015,755,0.7,23.6,7.62,96.3,NA,
33344,RS,6/30/2015,1054,7.96,24.8,7.41,111.2,NA,
33348,QS,7/7/2015,720,2.2,22,7.07,63.21,NA,
33349,QP,7/7/2015,737,1.3,22,6.91,94.9,NA,
33350,QT1,7/7/2015,756,NA,22,7.47,140.4,NA,
33351,RES4,7/7/2015,1115,3.49,26.5,7.37,127.4,NA,
33354,QG,7/7/2015,845,NA,21.2,7.18,49.4,NA,
33355,RI,7/7/2015,830,1.04,21.4,7.03,65.8,NA,
33356,MPR,7/7/2015,1000,1.51,25.2,7.5,114.4,NA,
33357,Q1,7/7/2015,900,0.95,23.9,7.52,104,NA,
33358,Q2,7/7/2015,854,NA,NA,NA,NA,NA,Dry
33359,Q3,7/7/2015,842,0.8,23.7,7.55,93.3,NA,
33360,RS,7/7/2015,1011,7.9,25.8,7.28,110.3,NA,
33364,QS,7/14/2015,719,2.7,23,7.12,63.62,NA,
33365,QP,7/14/2015,725,1.3,22,6.86,96.6,NA,Represada
33366,QT1,7/14/2015,747,NA,22,7.52,139.9,NA,Represada
33367,RES4,7/14/2015,1100,3.58,26.5,7.26,110.3,NA,
33370,QG,7/14/2015,925,NA,21.5,6.82,49.9,NA,
33371,RI,7/14/2015,900,1.04,21.5,6.94,66.8,NA,
33372,MPR,7/14/2015,955,1.45,25.1,7.61,109.6,NA,
33373,Q1,7/14/2015,815,0.4,23.8,7.61,106.9,NA,
33374,Q2,7/14/2015,811,NA,NA,NA,NA,NA,
33375,Q3,7/14/2015,804,0.7,23.6,7.86,98.7,NA,
33376,RS,7/14/2015,1005,8,25.7,7.33,92.2,NA,
33380,QS,7/21/2015,717,2.25,23,7.28,65.09,NA,
33381,QP,7/21/2015,725,1.3,22,6.9,98.1,NA,
33382,QT1,7/21/2015,748,NA,22,7.53,133.5,NA,
33383,RES4,7/21/2015,1045,3.49,28,7.43,140,NA,
33386,QG,7/21/2015,920,NA,21.4,6.74,52.1,NA,
33387,RI,7/21/2015,900,1.04,21.9,6.78,67.4,NA,
33388,MPR,7/21/2015,953,1.57,25.5,7.58,114.8,NA,
33389,Q1,7/21/2015,840,0.4,24,7.48,105.9,NA,
33390,Q2,7/21/2015,825,NA,NA,NA,NA,NA,Dry
33391,Q3,7/21/2015,829,1,23.7,7.48,94.2,NA,
33392,RS,7/21/2015,1005,7.97,26,7.39,103.6,NA,
33396,QS,7/28/2015,919,2.06,23,6.96,66.8,NA,
33397,QP,7/28/2015,930,1.25,22.5,6.82,104.2,NA,Represada
33398,QT1,7/28/2015,950,NA,22.5,7.39,157.9,NA,
33399,RES4,7/28/2015,1047,3.3,28,7.39,146.2,NA,
33402,QG,7/28/2015,1630,NA,21.7,6.92,53.8,NA,
33403,RI,7/28/2015,1700,1.02,22.5,6.89,67.9,NA,
33404,MPR,7/28/2015,945,1.39,26,7.53,97.6,NA,
33405,Q1,7/28/2015,810,0.2,24.3,7.77,106.3,NA,
33406,Q2,7/28/2015,804,NA,NA,NA,NA,NA,Dry
33407,Q3,7/28/2015,757,0.6,24,7.8,96.9,NA,
33408,RS,7/28/2015,956,7.93,26.1,7.46,117.3,NA,
33412,QS,8/4/2015,735,2.2,24,7.09,66.2,NA,
33413,QP,8/4/2015,810,1.25,23,6.97,102.5,NA,
33414,QT1,8/4/2015,800,NA,23,7.51,152.4,NA,
33415,RES4,8/4/2015,1130,3.56,28.5,7.83,130,NA,
33418,QG,8/4/2015,1100,NA,21.6,6.99,50.3,NA,
33419,RI,8/4/2015,1130,1.02,22.2,7.1,68.1,NA,
33420,MPR,8/4/2015,957,1.36,26,7.52,121.8,NA,
33421,Q1,8/4/2015,858,0.4,24.4,7.68,107.3,NA,
33422,Q2,8/4/2015,853,NA,NA,NA,NA,NA,Dry
33423,Q3,8/4/2015,846,0.4,24,7.5,53.4,NA,
33424,RS,8/4/2015,1008,7.98,26.3,7.39,113.6,NA,
33428,QS,8/11/2015,658,2.2,22.5,7.16,67.6,NA,
33429,QP,8/11/2015,712,1.25,22,6.91,105.5,NA,
33430,QT1,8/11/2015,725,NA,22,7.51,155.8,NA,
33431,RES4,8/11/2015,1100,3.55,28,7.69,113.1,NA,
33434,QG,8/11/2015,800,NA,21.3,6.93,49.6,NA,
33435,RI,8/11/2015,820,1.02,21.5,6.89,67.2,NA,
33436,MPR,8/11/2015,1012,1.36,25.4,7.7,114.1,NA,
33437,Q1,8/11/2015,854,0.9,24.3,7.54,105.2,NA,
33438,Q2,8/11/2015,849,NA,NA,NA,NA,NA,Dry
33439,Q3,8/11/2015,843,0.94,23.8,7.12,98.8,NA,
33440,RS,8/11/2015,1021,8.07,26.1,7.44,115.7,NA,
33444,QS,8/18/2015,735,2.4,22.5,6.76,66.7,NA,
33445,QP,8/18/2015,810,1.35,22,6.86,102.2,NA,
33446,QT1,8/18/2015,755,NA,22.5,7.43,150.8,NA,
33447,RES4,8/18/2015,,NA,NA,NA,NA,NA,"No Sample, no vehicle"
33450,QG,8/18/2015,945,NA,21.6,7.04,50.2,NA,
33451,RI,8/18/2015,1000,NA,22.3,6.94,64.8,NA,
33452,MPR,8/18/2015,947,1.81,25,7.73,97.4,NA,
33453,Q1,8/18/2015,839,0.87,24.1,7.62,104.7,NA,
33454,Q2,8/18/2015,835,NA,NA,NA,NA,NA,
33455,Q3,8/18/2015,828,0.96,23.8,7,98.2,NA,
33456,RS,8/18/2015,957,7.92,25.8,7.42,85.6,NA,
33460,QS,8/25/2015,915,4.44,22.5,6.99,61.1,NA,
33461,QP,8/25/2015,835,1.52,22.5,6.8,103.4,NA,
33462,QT1,8/25/2015,820,NA,22.5,7.51,121.7,NA,
33463,RES4,8/25/2015,1210,4.5,28,7.7,132,NA,
33466,QG,8/25/2015,1200,NA,21.8,6.92,43.1,NA,
33467,RI,8/25/2015,1230,1.98,21.9,6.41,44.9,NA,
33468,MPR,8/25/2015,1043,2.17,25.3,7.51,107,NA,
33469,Q1,8/25/2015,858,0.94,24.4,7.44,95.3,NA,
33470,Q2,8/25/2015,850,NA,NA,NA,NA,NA,
33471,Q3,8/25/2015,845,1.04,24.1,7.49,88.7,NA,
33472,RS,8/25/2015,1057,7.99,25.9,7.45,92.3,NA,
33476,QS,9/1/2015,755,3.46,23,7.16,58.2,NA,
33477,QP,9/1/2015,835,1.28,23,6.76,98,NA,
33478,QT1,9/1/2015,825,NA,23,7.32,137.4,NA,
33479,RES4,9/1/2015,1230,3.69,28.5,7.61,90.6,NA,
33482,QG,9/1/2015,930,NA,21.9,7.17,50.1,NA,
33483,RI,9/1/2015,900,1.06,22.2,6.98,64.1,NA,
33484,MPR,9/1/2015,1010,1.46,25.7,7.71,97.4,NA,
